Total Words,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Next Word Dwell Time Mean,Next Word Dwell Time Std,Next Word Dwell Time Min,Next Word Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,6.974352178985286,5.515912856157003,0.001056661363691,72.82985973358154,149.9098807137884,209.03998641711212,0.0,30260.0,0.002123845526710395,4.510719821327755e-06,0.06463593636636696,0.08048869727162224,149.34852419258837
