Total Words,Llama-7B (Average) Mean,Llama-7B (Average) Std,Llama-7B (Average) Min,Llama-7B (Average) Max,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,3.386282044713654,3.1142474208774558,0.0004595376376528,25.26937294006348,5.683091463120681,3.869026978621273,0.001056661363691,24.31148910522461,0.6704029825470627,0.4494401590079972,0.0,0.8328841210991256,2.862710918515599
