Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,11.67844445111656,7.836557799023157,0.0048661056077451,33.47576526528186,6.974352178985286,5.515912856157003,0.001056661363691,72.82985973358154,0.6136272141134912,0.37653835790068435,0.0,0.4319133892738357,1.9302756546573123
