Total Words,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,6.974352178985286,5.515912856157003,0.001056661363691,72.82985973358154,152.29886553250745,211.3023514946389,0,30260,0.2444384974858329,0.05975017905313154,0.0,9.363895090717516,86.99176340277212
