Total Words,Llama-7B (Sum) Mean,Llama-7B (Sum) Std,Llama-7B (Sum) Min,Llama-7B (Sum) Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,4.401727980201158,4.25564610380945,0.0004595376376528,54.97283124923706,6.974352178985286,5.515912856157003,0.001056661363691,72.82985973358154,0.7480794742744271,0.5596228998307032,0.0,0.9696156797163448,2.706367711536087
