Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Next Word Dwell Time Mean,Next Word Dwell Time Std,Next Word Dwell Time Min,Next Word Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,11.67844445111656,7.836557799023157,0.0048661056077451,33.47576526528186,149.9098807137884,209.03998641711212,0.0,30260.0,-0.020907846888250675,0.00043713806150253343,5.9706015980067054e-74,-0.5577163011646227,156.42313955642163
