Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,11.67844445111656,7.836557799023157,0.0048661056077451,33.47576526528186,5.683091463120681,3.869026978621273,0.001056661363691,24.31148910522461,0.3204781673272353,0.10270625573342342,0.0,0.15822491293342475,3.835270606644926
