Total Words,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Next Word Dwell Time Mean,Next Word Dwell Time Std,Next Word Dwell Time Min,Next Word Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,5.683091463120681,3.869026978621273,0.001056661363691,24.31148910522461,149.9098807137884,209.03998641711212,0.0,30260.0,0.0011239320916398934,1.2632233466180258e-06,0.3281574776002954,0.06072502220029517,149.5647748585241
