Total Words,Llama-7B (Average) Mean,Llama-7B (Average) Std,Llama-7B (Average) Min,Llama-7B (Average) Max,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
319430,3.3880005487156315,3.102024858278926,0.000448530743597,25.56488037109375,5.650952064965193,3.8147788220977823,0.0,22.688282012939453,0.6399751698933269,0.40956821807999266,0.0,0.787022617907708,2.9845190036422657
