Total Words,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
319430,6.992599565249722,5.577938172870678,0.0,61.34165859222412,194.26166296215132,248.67646379813942,0,6263,0.26725744057366224,0.07142653954198461,0.0,11.914910704607312,110.94546354912497
