Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia Mean,Pythia Std,Pythia Min,Pythia Max,Pearson Correlation,R-squared,P-value
1104883,11.792220857227905,7.937176988127647,0.0048661056077451,33.47576526528186,6.090112979953523,5.06540122622996,0.0,60.335839630307774,0.05230010909705909,0.0027353014115642825,0.0
