Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,11.67844445111656,7.836557799023157,0.0048661056077451,33.47576526528186,152.29886553250745,211.3023514946389,0,30260,0.1883241752200709,0.03546599497231996,0.0,5.077910747020519,92.99676694570053
