Total Words,Llama-7B (Sum) Mean,Llama-7B (Sum) Std,Llama-7B (Sum) Min,Llama-7B (Sum) Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,4.585202247852103,4.395969321025745,0.000448530743597,48.661333084106445,7.042096831184336,5.6590850048549575,0.0,74.18150520324707,0.7295382322898243,0.5322260323725616,0.0,0.9391600735412654,2.7358579508899794
