Total Words,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Next Word Dwell Time Mean,Next Word Dwell Time Std,Next Word Dwell Time Min,Next Word Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,7.042096831184336,5.6590850048549575,0.0,74.18150520324707,149.9098807137884,209.03998641711212,0.0,30260.0,-0.0031296684003153615,9.794824295932514e-06,0.006472185703848999,-0.11560629312533172,150.72399142427128
