Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,11.67844445111656,7.836557799023157,0.0048661056077451,33.47576526528186,7.042096831184336,5.6590850048549575,0.0,74.18150520324707,0.6145970105929783,0.37772948542982554,0.0,0.443824548465532,1.8589164958877316
