Total Words,Llama-7B (Average) Mean,Llama-7B (Average) Std,Llama-7B (Average) Min,Llama-7B (Average) Max,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
756919,3.5045444331068287,3.170721705605319,0.000448530743597,25.56488037109375,5.69890006007686,3.875165955726398,0.0,24.246856689453125,0.6418994738523099,0.41203493453187234,0.0,0.784511293966216,2.949545372098123
