Total Words,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Pearson Correlation,R-squared,P-value
1104883,203.00756098156998,256.5519965365492,0,16729,3.92489872785875,2.672466761783901,0.0,16.806640625,0.2122392976200165,0.045045519454237945,0.0
