Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value
1104883,11.792220857227905,7.937176988127647,0.0048661056077451,33.47576526528186,4.869888978129491,3.903773125605123,0.0,51.418701171875,0.6066178856056688,0.3679852591366922,0.0
