Total Words,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
319430,6.606116696384691,5.230575680672038,0.0026416534092277,63.37273836135864,194.26166296215132,248.67646379813942,0,6263,0.2615584257567293,0.06841281008433846,0.0,12.435232441835218,112.11306630471911
