Total Words,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pearson Correlation,R-squared,P-value
1104883,203.00756098156998,256.5519965365492,0,16729,11.792220857227905,7.937176988127647,0.0048661056077451,33.47576526528186,0.1991165826534303,0.03964741348758034,0.0
