Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value
1104883,11.792220857227905,7.937176988127647,0.0048661056077451,33.47576526528186,7.025764657390451,5.631954112390792,0.0,74.18150520324707,0.606617885594331,0.3679852591229369,0.0
