Total Words,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Pearson Correlation,R-squared,P-value
1104883,203.00756098156998,256.5519965365492,0,16729,5.662431913625741,3.855554532277529,0.0,24.246856689453125,0.21223929770175098,0.045045519488932484,0.0
