Total Words,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value
1104883,203.00756098156998,256.5519965365492,0,16729,7.025764657390451,5.631954112390792,0.0,74.18150520324707,0.28321379698240606,0.08021005480119152,0.0
