Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia Mean,Pythia Std,Pythia Min,Pythia Max,Pearson Correlation,R-squared,P-value
1104883,11.792220857227905,7.937176988127647,0.0048661056077451,33.47576526528186,3.92489872785875,2.672466761783901,0.0,16.806640625,0.307429810502113,0.0945130883853651,0.0
