Total Words,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
1094805,5.680084870072545,3.8622639791802844,0.0,24.246856689453125,203.43227241380885,256.7497665275788,0,16729,0.21201848849457916,0.044951839463525996,0.0,14.094245684376876,123.3757607468945
