Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Dwell Time Mean,Dwell Time Std,Dwell Time Min,Dwell Time Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
1094805,11.656730483511312,7.843440895565722,0.0048661056077451,33.47576526528186,203.43227241380885,256.7497665275788,0,16729,0.20635352995484849,0.042581779324826555,0.0,6.754844123065432,124.69287501310478
