Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia-70M (Average) Mean,Pythia-70M (Average) Std,Pythia-70M (Average) Min,Pythia-70M (Average) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
1094805,11.656730483511312,7.843440895565722,0.0048661056077451,33.47576526528186,5.680084870072545,3.8622639791802844,0.0,24.246856689453125,0.32206381724706495,0.10372510237975086,0.0,0.15859053404149318,3.831437757514733
