Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Next Word Dwell Time Mean,Next Word Dwell Time Std,Next Word Dwell Time Min,Next Word Dwell Time Max,Pearson Correlation,R-squared,P-value
1094805,11.656730483511312,7.843440895565722,0.0048661056077451,33.47576526528186,201.8629673777522,254.94589248465763,0.0,16729.0,-0.013368915013123692,0.00017872788862812405,1.822171080577239e-44
