Total Words,KenLM Mean,KenLM Std,KenLM Min,KenLM Max,Pythia-70M (Sum) Mean,Pythia-70M (Sum) Std,Pythia-70M (Sum) Min,Pythia-70M (Sum) Max,Pearson Correlation,R-squared,P-value,Regression Slope,Regression Intercept
1094805,11.656730483511312,7.843440895565722,0.0048661056077451,33.47576526528186,7.013522145688521,5.631026624325706,0.0,74.18150520324707,0.6154817803417292,0.3788178219326246,0.0,0.44187166551496077,1.862743232480363
